brand,franchisee_name,raw_address,city,state,zip,restaurant_phone
Pizza Hut,Hut Little Rock Llc,105 W Central St,Warren,AR,71671,870/226-7501
Pizza Hut,Hut Little Rock Llc,"7197 Sheridan Rd, Suite 104",White Hall,AR,71602,870/535-4451
Pizza Hut,"Arkansas Pizza, Inc.",1817 N Falls Blvd,Wynne,AR,72396,870/238-8549
Pizza Hut,"Hot Pizzas, L.L.C.",240 S Phelps Drive,Apache Junction,AZ,85120,480/982-1155
Pizza Hut,"Hot Pizzas, L.L.C.",10685 W. Indian School Rd. #J,Avondale,AZ,85392,623/772-1553
Pizza Hut,"Hot Pizzas, L.L.C.",1450 N. Dysart Road,Avondale,AZ,85323,623/925-5810
Pizza Hut,"Hot Pizzas, L.L.C.",1217 E US Hwy 85,Buckeye,AZ,85326,623/386-7107
Pizza Hut,"Hot Pizzas, L.L.C.","1300 S Watson Road, Suite A103",Buckeye,AZ,85326,623/386-0214
Pizza Hut,"Hot Pizzas, L.L.C.",19580 W Indian School Rd,Buckeye,AZ,85396,602/834-7583
Pizza Hut,"Hot Pizzas, L.L.C.",1855 Highway 95,Bullhead City,AZ,86442,928/763-8100
Pizza Hut,"Hot Pizzas, L.L.C.",714 E Florence Blvd,Casa Grande,AZ,85122,520/836-8812
Pizza Hut,"Hot Pizzas, L.L.C.",1000 N Arizona Ave,Chandler,AZ,85225,480/963-1863
Pizza Hut,"Hot Pizzas, L.L.C.","1919 W. Chandler Blvd., #104",Chandler,AZ,85224,480/899-2172
Pizza Hut,"Hot Pizzas, L.L.C.",2960 S Alma School Rd. #2,Chandler,AZ,85286,480/963-5588
Pizza Hut,"Hot Pizzas, L.L.C.",4970 S. Gilbert Rd.,Chandler,AZ,85249,480/883-7815
Pizza Hut,"Hot Pizzas, L.L.C.",5055 W Ray Road A-6,Chandler,AZ,85226,480/785-8345
Pizza Hut,"Hot Pizzas, L.L.C.",312 Marketplace Dr,Chino Valley,AZ,86323,928/636-6400
Pizza Hut,"Hot Pizzas, L.L.C.",109 N Arizona Blvd,Coolidge,AZ,85128,520/723-7779
Pizza Hut,"Delect Foods Phx, Llc",472 S. Main Street,Cottonwood,AZ,86326,928/634-8212
Pizza Hut,"Hot Pizzas, L.L.C.",300 16th St,Douglas,AZ,85607,520/364-7535
Pizza Hut,"Delect Foods Of Arizona, Llc",3720 W Tohono Dr,Eloy,AZ,85131,520/466-9407
Pizza Hut,"Delect Foods Of Arizona, Llc",2700 S Woodlands Village Blvd Ste 400,Flagstaff,AZ,86001,928/779-4175
Pizza Hut,"Hot Pizzas, L.L.C.",4825 Hwy 95 # 6 & 7,Fort Mohave,AZ,86426,928/758-7550
Pizza Hut,"Hot Pizzas, L.L.C.",13693 N. Fountain Hills Blvd. #103,Fountain Hills,AZ,85268,480/837-5566
Pizza Hut,"Hot Pizzas, L.L.C.",895 S Val Vista Dr,Gilbert,AZ,85296,480/926-0935
Pizza Hut,"Hot Pizzas, L.L.C.",13105 W Glendale Ave,Glendale,AZ,85307,623/935-5009
Pizza Hut,"Hot Pizzas, L.L.C.",4322 W Glendale Ave,Glendale,AZ,85301,623/931-1315
Pizza Hut,"Hot Pizzas, L.L.C.",6650 W Bethany Home Rd,Glendale,AZ,85301,623/931-1598
Pizza Hut,"Hot Pizzas, L.L.C.",8860 N 43rd Ave,Glendale,AZ,85302,623/931-1421
Pizza Hut,"Hot Pizzas, L.L.C.",1497 Ash St,Globe,AZ,85501,928/425-4401
Pizza Hut,"Hot Pizzas, L.L.C.",15557 W. Roosevelt Suite #106,Goodyear,AZ,85338,623/925-0595
Pizza Hut,"Delect Foods Of Arizona, Llc",18850 S Nogales Hwy,Green Valley,AZ,85614,520/648-2400
Pizza Hut,"Hot Pizzas, L.L.C.",1606 Navajo Blvd.,Holbrook,AZ,86025,928/524-3714
Pizza Hut,"Hot Pizzas, L.L.C.",2911 Stockton Hill Rd,Kingman,AZ,86401,928/753-7788
Pizza Hut,"Hot Pizzas, L.L.C.",3295 E Andy Devine Ave,Kingman,AZ,86401,928/757-3292
Pizza Hut,"Hot Pizzas, L.L.C.",2960 N. Kiowa Blvd.,Lake Havasu City,AZ,86404,928/854-7817
Pizza Hut,"Hot Pizzas, L.L.C.",5270 W. Baseline Rd. #165,Laveen,AZ,85339,602/237-9052
Pizza Hut,"Delect Foods Phx, Llc","21101 North John Wayne Parkway, Ste E102",Maricopa,AZ,85139,520/316-6116
Pizza Hut,"Hot Pizzas, L.L.C.",1140 S. Country Club Dr. #110,Mesa,AZ,85210,480/844-9916
Pizza Hut,"Hot Pizzas, L.L.C.",1901 W Main St,Mesa,AZ,85201,480/827-2688
Pizza Hut,"Hot Pizzas, L.L.C.",2639 E Broadway Rd Ste 104,Mesa,AZ,85204,480/461-3700
Pizza Hut,"Hot Pizzas, L.L.C.",2727 E. McKellips Rd. #106,Mesa,AZ,85213,480/962-1320
Pizza Hut,"Hot Pizzas, L.L.C.",6017 East McKellips Rd.,Mesa,AZ,85215,480/985-2000
Pizza Hut,"Hot Pizzas, L.L.C.(1)",6671 E Baseline Rd. #121,Mesa,AZ,85206,480/981-6863
Pizza Hut,"Hot Pizzas, L.L.C.",9053 E. Baseline Rd. #105A,Mesa,AZ,85209,480/986-6203
Pizza Hut,"Hot Pizzas, L.L.C.","9333 East Apache Trail, Suite 101",Mesa,AZ,85207,480/986-1000
Pizza Hut,"Hot Pizzas, L.L.C.",589 Grand Ave,Nogales,AZ,85621,520/287-9257
Pizza Hut,"Mp² Enterprises, Llc",6 S Lake Powell Blvd,Page,AZ,86040,928/645-2455
Pizza Hut,"Hot Pizzas, L.L.C.",1004 California Ave.,Parker,AZ,85344,928/669-8888
Pizza Hut,"Hot Pizzas, L.L.C.",113 S Beeline Hwy,Payson,AZ,85541,928/474-1100
Pizza Hut,"Hot Pizzas, L.L.C.",21391 N. Lake Pleasant Pkwy. Suite 1840,Peoria,AZ,85382,623/566-4110
Pizza Hut,"Hot Pizzas, L.L.C.",24786 N 67th Ave #110,Peoria,AZ,85383,623/362-1220
Pizza Hut,"Hot Pizzas, L.L.C.",6750 W. Peoria Ave. #111,Peoria,AZ,85345,623/412-1100
Pizza Hut,"Hot Pizzas, L.L.C.","9151 W. Peoria Rd., Suite 101",Peoria,AZ,85345,623/412-8000
Pizza Hut,"Hot Pizzas, L.L.C.",13624 N. 35th Avenue,Phoenix,AZ,85029,602/993-6150
Pizza Hut,"Hot Pizzas, L.L.C.",1520 N 43rd Ave,Phoenix,AZ,85009,602/278-5611
Pizza Hut,"Hot Pizzas, L.L.C.",17 E Dunlap Ave Ste 101,Phoenix,AZ,85020,602/346-9596
Pizza Hut,"Hot Pizzas, L.L.C.","1816 W. Bethany Home Road, Ste 104",Phoenix,AZ,85015,602/767-4345
Pizza Hut,"Hot Pizzas, L.L.C.",1839 W Indian School Rd,Phoenix,AZ,85015,602/265-1640
Pizza Hut,"Hot Pizzas, L.L.C.",1909 W Baseline Rd,Phoenix,AZ,85041,602/268-8912
Pizza Hut,"Hot Pizzas, L.L.C.","20206 North 27th Ave., suite B",Phoenix,AZ,85027,623/580-6878
Pizza Hut,"Hot Pizzas, L.L.C.","21 W. Van Buren St., Ste. G4",Phoenix,AZ,85003,602/229-1133
Pizza Hut,"Hot Pizzas, L.L.C.",2436 E Bell Rd,Phoenix,AZ,85032,602/971-2060
Pizza Hut,"Hot Pizzas, L.L.C.(1)",3103 E. Cactus Road,Phoenix,AZ,85028,602/493-7592
Pizza Hut,"Hot Pizzas, L.L.C.",3145 E Chandler Blvd,Phoenix,AZ,85048,480/759-2428
Pizza Hut,"Hot Pizzas, L.L.C.","3220 E Baseline Rd, Ste 126",Phoenix,AZ,85042,602/661-1566
Pizza Hut,"Hot Pizzas, L.L.C.","34640 N. North Valley Pkwy., #A3",Phoenix,AZ,85086,623/582-7909
Pizza Hut,"Hot Pizzas, L.L.C.",3602 E Thomas Rd,Phoenix,AZ,85018,602/956-5363
Pizza Hut,"Hot Pizzas, L.L.C.",3602 W Camelback Rd,Phoenix,AZ,85019,602/973-3963
Pizza Hut,"Hot Pizzas, L.L.C.(1)",420 E. Bell Road Suite C101,Phoenix,AZ,85022,602/863-1224
